extension,File Format,count,NARA Format ID
3492,Unidentified,2,
7/16/2002,Unidentified,2,
g0056,Unidentified,2,
15_wsj,Unidentified,2,
11_lat,Unidentified,2,
dca,WordPerfect for MS-DOS Document (5.0),2,
_minio,Unidentified,2,
cp0004,Unidentified,2,
4369,Unidentified,2,
_comme,Unidentified,2,
06_q12,Unidentified,2,
929,WordPerfect for MS-DOS Document (5.0),2,
png-ts,Unidentified,2,
cp0003,Unidentified,2,
sco,High score,2,
gen125,Unidentified,2,
_flowe,Unidentified,2,
3080,Unidentified,2,
01_mid,Unidentified,2,
home-{,Unidentified,2,
al002,8-bit ASCII Text,2,
13_blo,Unidentified,2,
13_sti,Unidentified,2,
lfl,Unidentified,2,
abcddb,Unidentified,2,
ure,Unidentified,2,
13_upd,Unidentified,2,
n122w1,EBCDIC-US,2,
stopli,Unidentified,2,
survey,Unidentified,2,
henkel,Unidentified,2,
txt-{8,Unidentified,2,
_other,Unidentified,2,
gif-{6,Unidentified,2,
_fanta,Unidentified,2,
16_blo,Unidentified,2,
dbf-{6,Unidentified,2,
emca,Unidentified,2,
_insid,Unidentified,2,
_drive,Unidentified,2,
_backg,Unidentified,2,
cms-{a,Unidentified,2,
_final,Unidentified,2,
id02,EBCDIC-US,2,
_haunt,Unidentified,2,
-{69d4,Unidentified,2,
d08062,Unidentified,2,
10-Dec,Unidentified,2,
htm-{6,Unidentified,2,
uexere,Unidentified,2,
_carto,Unidentified,2,
d05111,Unidentified,2,
myd-{6,Unidentified,2,
"30,",Unidentified,2,
9%26pe,Unidentified,2,
1mf,Unidentified,2,
m21,WordPerfect for MS-DOS Document (5.0),2,
txt-{8,Unidentified,2,
cap,WordPerfect for MS-DOS Document (5.0),2,
_donna,Unidentified,2,
keep,Unidentified,2,
y89q1x,8-bit ASCII Text,2,
05/10/2002,Unidentified,2,
12/13/,Unidentified,2,
v1-aru,Unidentified,2,
rs1co5,EBCDIC-US,2,
2/26/2002,Unidentified,2,
w6cd,EBCDIC-US,2,
16_con,Unidentified,2,
10-Feb,Unidentified,2,
uexere,Unidentified,2,
slak,EBCDIC-US,2,
txt-{6,Unidentified,2,
_fast%,Unidentified,2,
ect,Unidentified,2,
r&ms-c,Unidentified,2,
uf1,Unidentified,2,
_gen,Unidentified,2,
_chapt,Unidentified,2,
11_nj_,Unidentified,2,
_engin,Unidentified,2,
_flowe,Unidentified,2,
15_ap_,Unidentified,2,
t-{69d,Unidentified,2,
gif-{6,Unidentified,2,
2019up,Unidentified,2,
11_hil,Unidentified,2,
prdat,8-bit ASCII Text,2,
tx12,EBCDIC-US,2,
_flowe,Unidentified,2,
_count,Unidentified,2,
d07041,Unidentified,2,
jpg-{6,Unidentified,2,
l-{608,Unidentified,2,
micr-{,Unidentified,2,
bbk,Unidentified,2,
sol-{6,Unidentified,2,
_concr,Unidentified,2,
-{69d4,Unidentified,2,
uexere,Unidentified,2,
d06031,Unidentified,2,
_aztec,Unidentified,2,
15_fcw,Unidentified,2,
3024,Unidentified,2,
cp0000,Unidentified,2,
%20lau,Unidentified,2,
17_cyb,Unidentified,2,
ak001,8-bit ASCII Text,2,
_coats,Unidentified,2,
vrb,Unidentified,2,
_tools,Unidentified,2,
_hawai,Unidentified,2,
br2,WordPerfect for MS-DOS Document (5.0),2,
furnit,8-bit ASCII Text,2,
a-2,Unidentified,2,
d06052,Unidentified,2,
12_wir,Unidentified,2,
sbusin,8-bit ASCII Text,2,
_tim,Unidentified,2,
s&m,Unidentified,2,
uexere,Unidentified,2,
_polic,Unidentified,2,
runnin,Unidentified,2,
oh11,EBCDIC-US,2,
150101,Unidentified,2,
oh39,EBCDIC-US,2,
-{69d4,Unidentified,2,
txt-{6,Unidentified,2,
tx-{3f,Unidentified,2,
_inani,Unidentified,2,
xsql,Unidentified,2,
_indiv,Unidentified,2,
_dange,Unidentified,2,
librar,Unidentified,2,
d05120,Unidentified,2,
11_wp_,Unidentified,2,
lst-{6,Unidentified,2,
swct06,EBCDIC-US,2,
f372_3,Unidentified,2,
369_ac,Unidentified,2,
900100,8-bit ASCII Text,2,
1095_o,Unidentified,2,
21202,Unidentified,2,
_clean,Unidentified,2,
x30,Unidentified,2,
fllw3,EBCDIC-US,2,
ini-{8,Unidentified,2,
d10,WordPerfect for MS-DOS Document (5.0),2,
g0096,Unidentified,2,
sr,8-bit ASCII Text,2,
11_wp_,Unidentified,2,
_carto,Unidentified,2,
doc],Unidentified,2,
15_spu,Unidentified,2,
t-{69d,Unidentified,2,
_socie,Unidentified,2,
_test%,Unidentified,2,
15_wsj,Unidentified,2,
11-201,Unidentified,2,
_music,Unidentified,2,
12%20b,Unidentified,2,
d06091,Unidentified,2,
uexere,Unidentified,2,
08-dot,Unidentified,2,
us17,8-bit ASCII Text,2,
_unive,Unidentified,2,
frm-{6,Unidentified,2,
m10,WordPerfect for MS-DOS Document (5.0),2,
7/31/2002,Unidentified,2,
cee73b,Unidentified,2,
2;sz=7,Unidentified,2,
sbbmx,EBCDIC-US,2,
8/25/2002,Unidentified,2,
25_smr,Unidentified,2,
rssp25,EBCDIC-US,2,
f70_11,Unidentified,2,
04jk,Unidentified,2,
-{69d4,Unidentified,2,
12_afp,Unidentified,2,
agency,EBCDIC-US,2,
_verda,Unidentified,2,
natpar,Unidentified,2,
11_hou,Unidentified,2,
_corne,Unidentified,2,
%20cle,Unidentified,2,
dec,WordPerfect for MS-DOS/Windows Document (5.1),2,
_poeti,Unidentified,2,
12/11/,Unidentified,2,
cp0001,Unidentified,2,
my9,Unidentified,2,
_lands,Unidentified,2,
8_appe,Unidentified,2,
_washe,Unidentified,2,
18-inf,Unidentified,2,
_mount,Unidentified,2,
indi,EBCDIC-US,2,
xls-{c,Unidentified,2,
-{69d4,Unidentified,2,
_euros,Unidentified,2,
_child,Unidentified,2,
gif-{6,Unidentified,2,
_snowf,Unidentified,2,
future,Unidentified,2,
d06063,Unidentified,2,
8/15/2002,Unidentified,2,
16_aft,Unidentified,2,
suppos,Unidentified,2,
foia,Unidentified,2,
doc-{8,Unidentified,2,
andrew,Unidentified,2,
gif-{6,Unidentified,2,
-{89dd,Unidentified,2,
15_rus,Unidentified,2,
rks,Unidentified,2,
14_avi,Unidentified,2,
lst-{6,Unidentified,2,
assump,Unidentified,2,
thursb,Unidentified,2,
hcs,Unidentified,2,
_chapt,Unidentified,2,
13_acl,Unidentified,2,
d05102,Unidentified,2,
1ia,Unidentified,2,
css-{6,Unidentified,2,
1caucu,Unidentified,2,
rusher,Unidentified,2,
g0117,Unidentified,2,
12_cq_,Unidentified,2,
_real%,Unidentified,2,
no,EBCDIC-US,2,
_lucid,Unidentified,2,
_healt,Unidentified,2,
04/09/2020,Unidentified,2,
txt-{6,Unidentified,2,
dytrp,8-bit ASCII Text,2,
co1,WordPerfect for MS-DOS Document (5.0),2,
_tropi,Unidentified,2,
txt-{6,Unidentified,2,
_unive,Unidentified,2,
m55,WordPerfect for MS-DOS Document (5.0),2,
!,Unidentified,2,
_beads,Unidentified,2,
_ssdi,Unidentified,2,
mddat,8-bit ASCII Text,2,
wyd,Unidentified,2,
11_mit,Unidentified,2,
y6904,Unidentified,2,
_suppl,Unidentified,2,
05-Jan,Unidentified,2,
sukag,Unidentified,2,
onwidg,Unidentified,2,
n91w05,EBCDIC-US,2,
_2004%,Unidentified,2,
12_was,Unidentified,2,
_fairf,Unidentified,2,
frm-{6,Unidentified,2,
31-Oct,Unidentified,2,
_juggl,Unidentified,2,
uexere,Unidentified,2,
2018_1,Unidentified,2,
-{89dd,Unidentified,2,
_casa,Unidentified,2,
txt-{6,Unidentified,2,
_pacif,Unidentified,2,
14_ft_,Unidentified,2,
summ,8-bit ASCII Text,2,
ch-{69,Unidentified,2,
d08081,Unidentified,2,
c-{69d,Unidentified,2,
_gener,Unidentified,2,
story_,Unidentified,2,
_napol,Unidentified,2,
brazil,Unidentified,2,
steele,Unidentified,2,
f639_6,Unidentified,2,
or002,8-bit ASCII Text,2,
_goudy,Unidentified,2,
gif-{6,Unidentified,2,
sd01,8-bit ASCII Text,2,
600,Unidentified,2,
1639,Unidentified,2,
2011_h,Unidentified,2,
3638,Unidentified,2,
rdls03,EBCDIC-US,2,
il01,8-bit ASCII Text,2,
m43,WordPerfect for MS-DOS Document (5.0),2,
2mb,Unidentified,2,
%203%2,Unidentified,2,
13_wee,Unidentified,2,
m09,WordPerfect for MS-DOS Document (5.0),2,
1_fy15,Unidentified,2,
gif-{6,Unidentified,2,
sromr,EBCDIC-US,2,
_symbo,Unidentified,2,
pkemra,Unidentified,2,
40%20a,Unidentified,2,
p08,EBCDIC-US,2,
gen005,Unidentified,2,
gif-{6,Unidentified,2,
swf-{6,Unidentified,2,
d08060,Unidentified,2,
-{69d4,Unidentified,2,
nj1,8-bit ASCII Text,2,
5_hear,Unidentified,2,
_svens,Unidentified,2,
mw2,Unidentified,2,
doc-{e,Unidentified,2,
q373,EBCDIC-US,2,
_badge,Unidentified,2,
3/31/2002,Unidentified,2,
txt-{6,Unidentified,2,
ballot,Unidentified,2,
_triba,Unidentified,2,
_rmart,Unidentified,2,
_tinke,Unidentified,2,
com%25,Unidentified,2,
_cloth,Unidentified,2,
_us-pe,Unidentified,2,
d05010,Unidentified,2,
lnk-{6,Unidentified,2,
qxd%20,Unidentified,2,
g0033,Unidentified,2,
14_dai,Unidentified,2,
txt-{6,Unidentified,2,
myd-{6,Unidentified,2,
15_pho,Unidentified,2,
_bevel,Unidentified,2,
pip-{6,Unidentified,2,
s,WordPerfect for MS-DOS/Windows Document (5.1),2,
_dance,Unidentified,2,
88c,Unidentified,2,
_pathw,Unidentified,2,
552_sb,Unidentified,2,
uexere,Unidentified,2,
_backg,Unidentified,2,
lst-{6,Unidentified,2,
_minio,Unidentified,2,
d08100,Unidentified,2,
kydat,8-bit ASCII Text,2,
y93q1n,8-bit ASCII Text,2,
_emplo,Unidentified,2,
_dol,Unidentified,2,
ceg-al,Unidentified,2,
ps,WordPerfect for MS-DOS Document (5.0),2,
t14,Unidentified,2,
_child,Unidentified,2,
2015me,Unidentified,2,
12_nex,Unidentified,2,
_melio,Unidentified,2,
_tolki,Unidentified,2,
factsh,Unidentified,2,
q972,Unidentified,2,
2019_o,Unidentified,2,
_santa,Unidentified,2,
8/22/2002,Unidentified,2,
govtww,8-bit ASCII Text,2,
jx,Unidentified,2,
bii,Unidentified,2,
refine,8-bit ASCII Text,2,
d07042,Unidentified,2,
13_wit,Unidentified,2,
-6%20p,Unidentified,2,
2934),Unidentified,2,
_staff,Unidentified,2,
_the%2,Unidentified,2,
kim,WordPerfect for MS-DOS/Windows Document (6.0),2,
-{69d4,Unidentified,2,
gif-{6,Unidentified,2,
_symbo,Unidentified,2,
cp0004,Unidentified,2,
her,WordPerfect for MS-DOS/Windows Document (6.0),2,
htm-{6,Unidentified,2,
checke,Unidentified,2,
_backg,Unidentified,2,
13_reu,Unidentified,2,
_carto,Unidentified,2,
st85,8-bit ASCII Text,2,
tx-{69,Unidentified,2,
gif-{6,Unidentified,2,
d05051,Unidentified,2,
gif-{6,Unidentified,2,
doc-{6,Unidentified,2,
07-epa,Unidentified,2,
uexere,Unidentified,2,
_ticke,Unidentified,2,
html_p,Unidentified,2,
_crest,Unidentified,2,
gif-{6,Unidentified,2,
_schoo,Unidentified,2,
_beach,Unidentified,2,
_inter,Unidentified,2,
14_spa,Unidentified,2,
11_wt_,Unidentified,2,
t-{69d,Unidentified,2,
gif-{6,Unidentified,2,
f79,EBCDIC-US,2,
12/06/2002,Unidentified,2,
m38,WordPerfect for MS-DOS Document (5.0),2,
m72,WordPerfect for MS-DOS Document (5.0),2,
36%26u,Unidentified,2,
d08081,Unidentified,2,
spkag,8-bit ASCII Text,2,
sol-{6,Unidentified,2,
wvdat,8-bit ASCII Text,2,
12_fp_,Unidentified,2,
d05032,Unidentified,2,
13_cq_,Unidentified,2,
f120_5,Unidentified,2,
_fabri,Unidentified,2,
txt-{6,Unidentified,2,
cache-,Unidentified,2,
_flyer,Unidentified,2,
wv02,EBCDIC-US,2,
sol-{6,Unidentified,2,
steps,Unidentified,2,
_irs%2,Unidentified,2,
w6td,8-bit ASCII Text,2,
,Microsoft Word for  Macintosh Document (6.0),2,
100011,EBCDIC-US,2,
lst-{6,Unidentified,2,
11_wp_,Unidentified,2,
10/12/,Unidentified,2,
_boats,Unidentified,2,
nsn,Unidentified,2,
11_q12,Unidentified,2,
m83,WordPerfect for MS-DOS Document (5.0),2,
12_kno,Unidentified,2,
_sea%2,Unidentified,2,
cfg-{6,Unidentified,2,
06/11/2002,Unidentified,2,
_liqui,Unidentified,2,
ky04,EBCDIC-US,2,
d08070,Unidentified,2,
v20120,Unidentified,2,
_cycli,Unidentified,2,
_image,Unidentified,2,
gif-{6,Unidentified,2,
11%20a,Unidentified,2,
tx-{69,Unidentified,2,
cmpy,8-bit ASCII Text,2,
tx-{69,Unidentified,2,
-{69d4,Unidentified,2,
w47,Unidentified,2,
5k,Unidentified,2,
_month,Unidentified,2,
chicag,Unidentified,2,
_centu,Unidentified,2,
y76q4,Unidentified,2,
pip-{6,Unidentified,2,
-{69d4,Unidentified,2,
00_rou,Unidentified,2,
2918,Unidentified,2,
psm,Protracker Studio Audio File,2,
_netwo,Unidentified,2,
2145,Unidentified,2,
gif-{6,Unidentified,2,
_ag%20,Unidentified,2,
bmp-{a,Unidentified,2,
_class,Unidentified,2,
frm-{6,Unidentified,2,
_arrow,Unidentified,2,
_hands,Unidentified,2,
-{69d4,Unidentified,2,
htc-{6,Unidentified,2,
15_cq_,Unidentified,2,
f337_3,Unidentified,2,
_the%2,Unidentified,2,
gif-{6,Unidentified,2,
swca01,EBCDIC-US,2,
_semap,Unidentified,2,
_hallo,Unidentified,2,
_gener,Unidentified,2,
-{69d4,Unidentified,2,
cfg-{8,Unidentified,2,
mga,WordPerfect for MS-DOS Document (5.0),2,
_helve,Unidentified,2,
_itcer,Unidentified,2,
cb,WordPerfect for MS-DOS Document (5.0),2,
fy8901,Unidentified,2,
,Tagged Image File Format (6),2,
lnk-{6,Unidentified,2,
pdf-{e,Unidentified,2,
htm-{6,Unidentified,2,
12_ap_,Unidentified,2,
03clim,Unidentified,2,
txt-{6,Unidentified,2,
10/28/,Unidentified,2,
15-the,Unidentified,2,
_keys%,Unidentified,2,
gifrw5,Unidentified,2,
d07082,Unidentified,2,
730,Unidentified,2,
_helve,Unidentified,2,
d27,WordPerfect for MS-DOS/Windows Document (6.0),2,
_brita,Unidentified,2,
07/02/2020,Unidentified,2,
g0072,Unidentified,2,
sample,Unidentified,2,
f294,Unidentified,2,
14_blo,Unidentified,2,
tx-{69,Unidentified,2,
03/03/2020,Unidentified,2,
7/30/2002,Unidentified,2,
nunit,Unidentified,2,
8/24/2002,Unidentified,2,
00_red,Unidentified,2,
d06091,Unidentified,2,
lnk-{6,Unidentified,2,
_lands,Unidentified,2,
pr4789,EBCDIC-US,2,
06/02/2009,Unidentified,2,
12_blo,Unidentified,2,
12_nyt,Unidentified,2,
_trees,Unidentified,2,
_cloud,Unidentified,2,
_carto,Unidentified,2,
2215,Unidentified,2,
lnk-{6,Unidentified,2,
16_dai,Unidentified,2,
t-{69d,Unidentified,2,
readme,8-bit ASCII Text,2,
delsta,Unidentified,2,
us04,EBCDIC-US,2,
_other,Unidentified,2,
htm-{6,Unidentified,2,
_trees,Unidentified,2,
txt-{8,Unidentified,2,
d05012,Unidentified,2,
us11,8-bit ASCII Text,2,
_helve,Unidentified,2,
jpg-{6,Unidentified,2,
200101,Unidentified,2,
tr,8-bit ASCII Text,2,
y90q1a,8-bit ASCII Text,2,
v20120,Unidentified,2,
jpg%20,Unidentified,2,
_the%2,Unidentified,2,
#NAME?,Unidentified,2,
~gm,Unidentified,2,
11/04/2002,Unidentified,2,
_circu,Unidentified,2,
doc-{6,Unidentified,2,
_rocks,Unidentified,2,
chicag,Unidentified,2,
_antiq,Unidentified,2,
f331,Unidentified,2,
_matri,Unidentified,2,
f92,EBCDIC-US,2,
_spumo,Unidentified,2,
txt-{6,Unidentified,2,
gif-{6,Unidentified,2,
_itcer,Unidentified,2,
-{69d4,Unidentified,2,
health,Unidentified,2,
d05071,Unidentified,2,
11_tre,Unidentified,2,
txt-{6,Unidentified,2,
ini-{6,Unidentified,2,
fg,Unidentified,2,
g0107,Unidentified,2,
xy,XYWrite Document,2,
lnk-{6,Unidentified,2,
et,WordPerfect for MS-DOS Document (5.0),2,
gif-{6,Unidentified,2,
06/09/2020,Unidentified,2,
14_at&,Unidentified,2,
-{69d4,Unidentified,2,
6609,8-bit ASCII Text,2,
12_lat,Unidentified,2,
12/01/2002,Unidentified,2,
17_upd,Unidentified,2,
y6908,Unidentified,2,
tx-{69,Unidentified,2,
_couri,Unidentified,2,
t-{69d,Unidentified,2,
02/08/2020,Unidentified,2,
ar218c,8-bit ASCII Text,2,
d04121,Unidentified,2,
t-{69d,Unidentified,2,
_carto,Unidentified,2,
h2805,Unidentified,2,
gif-{6,Unidentified,2,
_domes,Unidentified,2,
11_wp_,Unidentified,2,
_insec,Unidentified,2,
_lucid,Unidentified,2,
11_scm,Unidentified,2,
091003,Unidentified,2,
jpg-c2,Unidentified,2,
301,WordPerfect for MS-DOS Document (5.0),2,
f&f,Unidentified,2,
txt-{6,Unidentified,2,
15_aft,Unidentified,2,
20_hou,Unidentified,2,
_prehi,Unidentified,2,
umwa,Unidentified,2,
f239_5,Unidentified,2,
13_nbc,Unidentified,2,
house_,Unidentified,2,
georef,8-bit ASCII Text,2,
cgm_10,Unidentified,2,
d08041,Unidentified,2,
606%20,Unidentified,2,
f66_23,Unidentified,2,
210622,Unidentified,2,
15_cis,Unidentified,2,
14_sen,Unidentified,2,
xls-{7,Unidentified,2,
d08041,Unidentified,2,
a13,WordPerfect for MS-DOS/Windows Document (6.0),2,
11_teh,Unidentified,2,
sunday,Unidentified,2,
73865,Unidentified,2,
gen141,Unidentified,2,
46%20p,Unidentified,2,
zocini,Unidentified,2,
d04121,Unidentified,2,
10/21/,Unidentified,2,
_ancie,Unidentified,2,
11_cq_,Unidentified,2,
apface,Unidentified,2,
_quilt,Unidentified,2,
d06030,Unidentified,2,
js-{69,Unidentified,2,
htm-{6,Unidentified,2,
10_npr,Unidentified,2,
6_ogh,Unidentified,2,
sol-{6,Unidentified,2,
uexere,Unidentified,2,
uexere,Unidentified,2,
htm-{6,Unidentified,2,
pig,Unidentified,2,
15_ahm,Unidentified,2,
_lands,Unidentified,2,
d08022,Unidentified,2,
htmlor,Hypertext Markup Language (4.0),2,
js-{69,Unidentified,2,
_valen,Unidentified,2,
_table,Unidentified,2,
12_wp_,Unidentified,2,
n93w2,EBCDIC-US,2,
-{89dd,Unidentified,2,
kj,WordPerfect for MS-DOS Document (5.0),2,
1987,Unidentified,2,
d06083,Unidentified,2,
ini-{6,Unidentified,2,
gi-{69,Unidentified,2,
rnv,Unidentified,2,
22%20-,Unidentified,2,
07-pet,Unidentified,2,
tx-{69,Unidentified,2,
fy2006,Unidentified,2,
_other,Unidentified,2,
jpg-{6,Unidentified,2,
115,WordPerfect for MS-DOS/Windows Document (5.1),2,
t-{69d,Unidentified,2,
_fette,Unidentified,2,
manufa,8-bit ASCII Text,2,
gif-{6,Unidentified,2,
_imagi,Unidentified,2,
_birth,Unidentified,2,
25%26i,Unidentified,2,
xl-{e2,Unidentified,2,
_occup,Unidentified,2,
f519_p,Unidentified,2,
%20dod,Unidentified,2,
myi-{6,Unidentified,2,
d07090,Unidentified,2,
23_pro,Unidentified,2,
_butto,Unidentified,2,
12_sec,Unidentified,2,
y8788,EBCDIC-US,2,
72583%,Unidentified,2,
_black,Unidentified,2,
07%20s,Unidentified,2,
htm-{6,Unidentified,2,
tx-{69,Unidentified,2,
ect,WordPerfect for MS-DOS/Windows Document (6.0),2,
gif-{6,Unidentified,2,
uexere,Unidentified,2,
rdlt12,EBCDIC-US,2,
2,Hypertext Markup Language,2,
8%26pe,Unidentified,2,
rapid,Unidentified,2,
lnk-{6,Unidentified,2,
6_wh,Unidentified,2,
12_at&,Unidentified,2,
_gills,Unidentified,2,
cp0004,Unidentified,2,
11/19/,Unidentified,2,
_clear,Unidentified,2,
g0086,Unidentified,2,
_frame,Unidentified,2,
-{e234,Unidentified,2,
cti,Unidentified,2,
extend,Unidentified,2,
sub,8-bit ASCII Text,2,
200710,Unidentified,2,
g-{69d,Unidentified,2,
11-sta,Unidentified,2,
oh10,EBCDIC-US,2,
uexere,Unidentified,2,
%20off,Unidentified,2,
appdx0,8-bit ASCII Text,2,
11_wt_,Unidentified,2,
y89q2a,8-bit ASCII Text,2,
2943),Unidentified,2,
_utopi,Unidentified,2,
1104_f,Unidentified,2,
cfg-{6,Unidentified,2,
_pirat,Unidentified,2,
_laval,Unidentified,2,
22_whe,Unidentified,2,
noncit,Unidentified,2,
_aircr,Unidentified,2,
18-inf,Unidentified,2,
doc`,Unidentified,2,
htm-{6,Unidentified,2,
txt-{6,Unidentified,2,
_trans,Unidentified,2,
ar902,8-bit ASCII Text,2,
jpg%20,Unidentified,2,
tacoda,Unidentified,2,
3254,Unidentified,2,
_dange,Unidentified,2,
d05032,Unidentified,2,
rdln10,EBCDIC-US,2,
12_hil,Unidentified,2,
txt-{c,Unidentified,2,
w4c,EBCDIC-US,2,
fy6571,EBCDIC-US,2,
73-ppf,Unidentified,2,
_usa%2,Unidentified,2,
04/06/2020,Unidentified,2,
ar191,8-bit ASCII Text,2,
12/07/2002,Unidentified,2,
14_pol,Unidentified,2,
740511,Unidentified,2,
fnt_10,Unidentified,2,
15_rol,Unidentified,2,
d07080,Unidentified,2,
_music,Unidentified,2,
99d,Unidentified,2,
_child,Unidentified,2,
3_,Unidentified,2,
txt-{8,Unidentified,2,
_vivab,Unidentified,2,
_caslo,Unidentified,2,
_chine,Unidentified,2,
tacoda,Unidentified,2,
_anima,Unidentified,2,
png-ts,Unidentified,2,
07-ses,Unidentified,2,
v8,Unidentified,2,
2017_c,Unidentified,2,
d08070,Unidentified,2,
d07071,Unidentified,2,
_newsg,Unidentified,2,
_wapo,Unidentified,2,
d06062,Unidentified,2,
d-{e23,Unidentified,2,
sol-{6,Unidentified,2,
uexere,Unidentified,2,
11_pol,Unidentified,2,
hartfo,8-bit ASCII Text,2,
"2013,",Unidentified,2,
14_cq_,Unidentified,2,
transp,8-bit ASCII Text,2,
12_cq_,Unidentified,2,
tx-{69,Unidentified,2,
886842,Unidentified,2,
_cast%,Unidentified,2,
html;d,Unidentified,2,
Aug-82,EBCDIC-US,2,
plsql,Unidentified,2,
edt,WordPerfect for MS-DOS Document (5.0),2,
_garde,Unidentified,2,
_old%2,Unidentified,2,
_thevo,Unidentified,2,
))_un_,Unidentified,2,
mats02,EBCDIC-US,2,
3176,Unidentified,2,
jpg-{6,Unidentified,2,
clic-{,Unidentified,2,
14_hil,Unidentified,2,
gif-{6,Unidentified,2,
flaxse,Unidentified,2,
_davik,Unidentified,2,
ffcd56,Unidentified,2,
ars,Adobe After Effects Render,2,
11/15/,Unidentified,2,
d07080,Unidentified,2,
18-Mar,Unidentified,2,
f175_1,Unidentified,2,
15_air,Unidentified,2,
hospit,8-bit ASCII Text,2,
d08081,Unidentified,2,
_sunri,Unidentified,2,
_car,Unidentified,2,
_photo,Unidentified,2,
08/08/2020,Unidentified,2,
y72q3,Unidentified,2,
_00434,Unidentified,2,
bob,WordPerfect for MS-DOS Document (5.0),2,
_symbo,Unidentified,2,
trateb,EBCDIC-US,2,
_rome%,Unidentified,2,
_carto,Unidentified,2,
pubuse,8-bit ASCII Text,2,
gif-{6,Unidentified,2,
19-May,Unidentified,2,
f395_2,Unidentified,2,
_cover,Unidentified,2,
txt-{6,Unidentified,2,
_97085,Unidentified,2,
cy96,Unidentified,2,
_gg9ok,Unidentified,2,
frd,WordPerfect for MS-DOS Document (5.0),2,
b08,WordPerfect for MS-DOS/Windows Document (6.0),2,
rdlt04,EBCDIC-US,2,
me23,EBCDIC-US,2,
_flowe,Unidentified,2,
y70q4,Unidentified,2,
_highw,Unidentified,2,
secret,Unidentified,2,
11_upi,Unidentified,2,
d-{608,Unidentified,2,
lst-{6,Unidentified,2,
allowc,Unidentified,2,
12_arm,Unidentified,2,
_mount,Unidentified,2,
_area%,Unidentified,2,
_relig,Unidentified,2,
uexere,Unidentified,2,
d06051,Unidentified,2,
amerig,Unidentified,2,
com_pe,Unidentified,2,
"331,",Unidentified,2,
jp,WordPerfect for MS-DOS/Windows Document (5.1),2,
cfg-{6,Unidentified,2,
14_ind,Unidentified,2,
log-{6,Unidentified,2,
pre$lo,Unidentified,2,
gi-{69,Unidentified,2,
sc03,EBCDIC-US,2,
d08020,Unidentified,2,
13_cnn,Unidentified,2,
10/05/2002,Unidentified,2,
y76q1,Unidentified,2,
w41,Unidentified,2,
nat,WordPerfect for MS-DOS Document (5.0),2,
_water,Unidentified,2,
06/10/2000,Unidentified,2,
_deco%,Unidentified,2,
gif-{6,Unidentified,2,
m24,WordPerfect for MS-DOS Document (5.0),2,
uexere,Unidentified,2,
mi08,EBCDIC-US,2,
_burr,Unidentified,2,
_vagro,Unidentified,2,
05/07/2020,Unidentified,2,
01/06/2020,Unidentified,2,
12-19-,Unidentified,2,
11_spa,Unidentified,2,
13noms,Unidentified,2,
_ag%20,Unidentified,2,
_proce,Unidentified,2,
14_reu,Unidentified,2,
%20dra,Unidentified,2,
n3w000,Unidentified,2,
pip-{6,Unidentified,2,
robert,Unidentified,2,
12/29/,Unidentified,2,
05_hir,Unidentified,2,
oc3,Unidentified,2,
11/09/2002,Unidentified,2,
bond,Unidentified,2,
_berli,Unidentified,2,
-{69d4,Unidentified,2,
_veggi,Unidentified,2,
37c502,Unidentified,2,
15_sta,Unidentified,2,
_sunri,Unidentified,2,
12_usc,Unidentified,2,
16%20(,Unidentified,2,
_chise,Unidentified,2,
newhom,Unidentified,2,
vli,WordPerfect for MS-DOS Document (5.0),2,
_tiffa,Unidentified,2,
_chelt,Unidentified,2,
tx-{69,Unidentified,2,
_05885,Unidentified,2,
jpg-{6,Unidentified,2,
[3],Unidentified,2,
t-{69d,Unidentified,2,
_optic,Unidentified,2,
6/30/2002,Unidentified,2,
_gills,Unidentified,2,
tre,WordPerfect for MS-DOS Document (5.0),2,
d08081,Unidentified,2,
tx-{69,Unidentified,2,
sol-{6,Unidentified,2,
ground,Unidentified,2,
msdat,8-bit ASCII Text,2,
contex,Unidentified,2,
_01-40,Unidentified,2,
_wrest,Unidentified,2,
15mast,Unidentified,2,
16_ins,Unidentified,2,
9%26pe,Unidentified,2,
html72,Hypertext Markup Language (3.2),2,
suppor,Unidentified,2,
ksb,Unidentified,2,
d05032,Unidentified,2,
_anato,Unidentified,2,
jpg,Tagged Image File Format (6),2,
_mayan,Unidentified,2,
lst-{6,Unidentified,2,
f56xxx,8-bit ASCII Text,2,
927,WordPerfect for MS-DOS Document (5.0),2,
_child,Unidentified,2,
22_sfr,Unidentified,2,
_ameri,Unidentified,2,
$-11-2,Unidentified,2,
_elect,Unidentified,2,
_canad,Unidentified,2,
5/30/2002,Unidentified,2,
09/01/2020,Unidentified,2,
1co,Unidentified,2,
b_keny,Unidentified,2,
16_ray,Unidentified,2,
_area%,Unidentified,2,
gcs,WordPerfect for MS-DOS Document (5.0),2,
d07092,Unidentified,2,
_avant,Unidentified,2,
f167,Unidentified,2,
appdx0,8-bit ASCII Text,2,
_new%2,Unidentified,2,
_hardw,Unidentified,2,
c-{69d,Unidentified,2,
nursin,8-bit ASCII Text,2,
1637,Unidentified,2,
%20sec,Unidentified,2,
rdln02,EBCDIC-US,2,
d06081,Unidentified,2,
02-vic,Unidentified,2,
ini-{6,Unidentified,2,
2020_a,Unidentified,2,
9/29/2000,Unidentified,2,
_nethe,Unidentified,2,
