extension,File Format,count,NARA Format ID
_house,Unidentified,2,
2c,Unidentified,2,
agains,Unidentified,2,
txt-{6,Unidentified,1,
%20of%,Unidentified,1,
_shelb,Unidentified,1,
pnas20,Unidentified,1,
t-{69d,Unidentified,1,
com-ro,Unidentified,1,
l-{c99,Unidentified,1,
acl-{6,Unidentified,1,
me026,8-bit ASCII Text,1,
66%26i,Unidentified,1,
britvo,Unidentified,1,
meridi,Unidentified,1,
cdwn09,EBCDIC-US,1,
h94101,EBCDIC-US,1,
sync-{,Unidentified,1,
xls-{e,Unidentified,1,
tt,WordPerfect for MS-DOS/Windows Document (5.1),1,
hit-{6,Unidentified,1,
_backp,Unidentified,1,
sbusin,8-bit ASCII Text,1,
t-{8c0,Unidentified,1,
nj0560,EBCDIC-US,1,
org-le,Unidentified,1,
d-{89d,Unidentified,1,
3may06,Unidentified,1,
tri-{6,Unidentified,1,
_ogbdz,Unidentified,1,
_guy%2,Unidentified,1,
leahyd,Unidentified,1,
yieldm,Unidentified,1,
ini-{8,Unidentified,1,
oxo,Unidentified,1,
exe-{c,Unidentified,1,
rs3th5,EBCDIC-US,1,
foxnew,Unidentified,1,
dc981,Unidentified,1,
_20120,Unidentified,1,
foxn-{,Unidentified,1,
d09121,Unidentified,1,
bankof,Unidentified,1,
_strea,Unidentified,1,
co-{69,Unidentified,1,
xxx_sp,Unidentified,1,
d09082,Unidentified,1,
t-{608,Unidentified,1,
y87sd,EBCDIC-US,1,
sjaag3,EBCDIC-US,1,
rs2it5,Unidentified,1,
requir,Unidentified,1,
html;t,Unidentified,1,
10_doe,Unidentified,1,
ini-{6,Unidentified,1,
drudge,Unidentified,1,
png-ts,Unidentified,1,
_a%20n,Unidentified,1,
_globe,Unidentified,1,
g-{69d,Unidentified,1,
te-{89,Unidentified,1,
_arpa-,Unidentified,1,
cfg-{6,Unidentified,1,
contex,Unidentified,1,
_21004,Unidentified,1,
odivox,Unidentified,1,
spike[,Unidentified,1,
a-{69d,Unidentified,1,
-{69d4,Unidentified,1,
qd621,EBCDIC-US,1,
go-{89,Unidentified,1,
tx-{69,Unidentified,1,
do;ual,Unidentified,1,
l-{608,Unidentified,1,
_t113a,Unidentified,1,
b14,EBCDIC-US,1,
org-in,Unidentified,1,
_hhs-d,Unidentified,1,
tx-{69,Unidentified,1,
exed45,Unidentified,1,
-{69d4,Unidentified,1,
kcs,Unidentified,1,
zip-{7,Unidentified,1,
-{69d4,Unidentified,1,
-{69d4,Unidentified,1,
eqd,8-bit ASCII Text,1,
reuter,Unidentified,1,
d12020,Unidentified,1,
format,EBCDIC-US,1,
nfdror,8-bit ASCII Text,1,
prdtb,8-bit ASCII Text,1,
hiclip,Unidentified,1,
com;ti,Unidentified,1,
spw,Unidentified,1,
lnk-{8,Unidentified,1,
pip-{6,Unidentified,1,
1221,Unidentified,1,
000133,Unidentified,1,
y90031,8-bit ASCII Text,1,
d11122,Unidentified,1,
%20neb,Unidentified,1,
marion,Unidentified,1,
com;ti,Unidentified,1,
_11201,Unidentified,1,
cgmxx0,8-bit ASCII Text,1,
tm537,EBCDIC-US,1,
ets,eSignal Time and Sales file,1,
proper,Unidentified,1,
txt-{6,Unidentified,1,
spring,Unidentified,1,
htm-{6,Unidentified,1,
pl94pa,EBCDIC-US,1,
go[1]-,Unidentified,1,
bin-{6,Unidentified,1,
yieldm,Unidentified,1,
q20021,8-bit ASCII Text,1,
000364,Unidentified,1,
collar,Unidentified,1,
acslog,8-bit ASCII Text,1,
1-clea,Unidentified,1,
yahoo[,Unidentified,1,
cngstu,8-bit ASCII Text,1,
js-{69,Unidentified,1,
4;dcad,Unidentified,1,
24;sz=,Unidentified,1,
burstb,Unidentified,1,
2+crdi,Unidentified,1,
politi,Unidentified,1,
hem17a,8-bit ASCII Text,1,
search,Unidentified,1,
_mvi_9,Unidentified,1,
dvn,WordPerfect for MS-DOS/Windows Document (6.0),1,
cfrrdr,8-bit ASCII Text,1,
pip-{6,Unidentified,1,
602,WordPerfect for MS-DOS Document (5.0),1,
yah-{6,Unidentified,1,
gz-{c9,Unidentified,1,
_onion,Unidentified,1,
dat-{6,Unidentified,1,
-{6084,Unidentified,1,
burs-{,Unidentified,1,
ly_,Unidentified,1,
_sendi,Unidentified,1,
txt-{8,Unidentified,1,
-{69d4,Unidentified,1,
tracki,Unidentified,1,
psf_bk,Unidentified,1,
_space,Unidentified,1,
sd011,8-bit ASCII Text,1,
501923,Unidentified,1,
cp0003,Unidentified,1,
g-{69d,Unidentified,1,
srs-{8,Unidentified,1,
_000_5,Unidentified,1,
_depar,Unidentified,1,
_ambul,Unidentified,1,
432569,Unidentified,1,
log-{6,Unidentified,1,
cv74,8-bit ASCII Text,1,
_03051,Unidentified,1,
pl94ri,EBCDIC-US,1,
com_pe,Unidentified,1,
usairw,Unidentified,1,
209027,Unidentified,1,
h-{69d,Unidentified,1,
_radia,Unidentified,1,
q475,EBCDIC-US,1,
il011,8-bit ASCII Text,1,
powner,Unidentified,1,
887392,Unidentified,1,
dat-{8,Unidentified,1,
d10072,Unidentified,1,
papa-{,Unidentified,1,
_439_1,Unidentified,1,
-{69d4,Unidentified,1,
firsta,Unidentified,1,
d10011,Unidentified,1,
fs2,Unidentified,1,
cdwt10,EBCDIC-US,1,
cklws2,8-bit ASCII Text,1,
ins-{8,Unidentified,1,
_milit,Unidentified,1,
nv023,8-bit ASCII Text,1,
10_qfr,Unidentified,1,
_037_3,Unidentified,1,
homest,Unidentified,1,
txt-{8,Unidentified,1,
txt-{6,Unidentified,1,
sol-{6,Unidentified,1,
cp0019,Unidentified,1,
news;a,Unidentified,1,
file6,8-bit ASCII Text,1,
n-m,Unidentified,1,
_cover,Unidentified,1,
txt-{8,Unidentified,1,
statpr,EBCDIC-US,1,
"1673,",Unidentified,1,
t-{69d,Unidentified,1,
cp0021,Unidentified,1,
-{69d4,Unidentified,1,
crigge,8-bit ASCII Text,1,
ar033,8-bit ASCII Text,1,
txt-{6,Unidentified,1,
xu0,Unidentified,1,
la981,Unidentified,1,
_pound,Unidentified,1,
txt-{6,Unidentified,1,
doc-{e,Unidentified,1,
ranch,Unidentified,1,
cp0014,Unidentified,1,
d11061,Unidentified,1,
f5498,8-bit ASCII Text,1,
txt-{6,Unidentified,1,
z34,Unidentified,1,
accomp,Unidentified,1,
datx72,EBCDIC-US,1,
addict,Unidentified,1,
25_wit,Unidentified,1,
invest,8-bit ASCII Text,1,
txt-{6,Unidentified,1,
3.748,Unidentified,1,
msd,8-bit ASCII Text,1,
yr1977,EBCDIC-US,1,
proper,Unidentified,1,
y86apl,8-bit ASCII Text,1,
_mw,Unidentified,1,
5798,8-bit ASCII Text,1,
d8,8-bit ASCII Text,1,
texas,8-bit ASCII Text,1,
cp0009,Unidentified,1,
w74,Unidentified,1,
n87w22,EBCDIC-US,1,
mld,Unidentified,1,
we-{69,Unidentified,1,
com;ti,Unidentified,1,
hem11,8-bit ASCII Text,1,
_card-,Unidentified,1,
pol-{6,Unidentified,1,
2naf,Unidentified,1,
zip-{c,Unidentified,1,
nc016,8-bit ASCII Text,1,
%20mea,Unidentified,1,
192038,Unidentified,1,
ini-{6,Unidentified,1,
wiscon,8-bit ASCII Text,1,
holyfa,Unidentified,1,
ispac,Unidentified,1,
pdf-{6,Unidentified,1,
Oct-85,EBCDIC-US,1,
cp0018,Unidentified,1,
-{89dd,Unidentified,1,
tsearc,Unidentified,1,
590001,Unidentified,1,
ppt-{e,Unidentified,1,
_439_3,Unidentified,1,
12_ap_,Unidentified,1,
yield-,Unidentified,1,
110,WordPerfect for MS-DOS Document (5.0),1,
acl-{6,Unidentified,1,
xml-{8,Unidentified,1,
_03051,Unidentified,1,
com-{6,Unidentified,1,
_itc%2,Unidentified,1,
rid,WordPerfect for MS-DOS Document (5.0),1,
rap,WordPerfect for MS-DOS Document (5.0),1,
tr-{69,Unidentified,1,
ctw,Unidentified,1,
log-{8,Unidentified,1,
mclaug,8-bit ASCII Text,1,
cv57,8-bit ASCII Text,1,
_001_1,Unidentified,1,
r173,Unidentified,1,
_20100,Unidentified,1,
2018_n,Unidentified,1,
ihb,8-bit ASCII Text,1,
14_sta,Unidentified,1,
ny-{89,Unidentified,1,
drudge,Unidentified,1,
_wheat,Unidentified,1,
nytime,Unidentified,1,
nj6040,EBCDIC-US,1,
12_que,Unidentified,1,
-{89dd,Unidentified,1,
htm_x0,Unidentified,1,
_snmpn,Unidentified,1,
t-{69d,Unidentified,1,
politi,Unidentified,1,
fill;o,Unidentified,1,
tx-{89,Unidentified,1,
bin-{6,Unidentified,1,
bankof,Unidentified,1,
f6,8-bit ASCII Text,1,
inc89,Unidentified,1,
ln-{60,Unidentified,1,
dot-{6,Unidentified,1,
jpg-{6,Unidentified,1,
da-{69,Unidentified,1,
fly91,EBCDIC-US,1,
tn005,8-bit ASCII Text,1,
t-{69d,Unidentified,1,
txt-{6,Unidentified,1,
bridge,Unidentified,1,
valuec,Unidentified,1,
wor-{8,Unidentified,1,
96-00,Unidentified,1,
orj,Unidentified,1,
_good%,Unidentified,1,
gi-{69,Unidentified,1,
thursb,Unidentified,1,
d12021,Unidentified,1,
sdf1,8-bit ASCII Text,1,
877068,Unidentified,1,
_037_3,Unidentified,1,
thursb,Unidentified,1,
gi-{69,Unidentified,1,
lcc71,Unidentified,1,
lnk-{8,Unidentified,1,
%20fra,Unidentified,1,
lst-{6,Unidentified,1,
145288,Unidentified,1,
gi-{69,Unidentified,1,
xlb-{6,Unidentified,1,
ju5,Unidentified,1,
bat-{c,Unidentified,1,
246617,Unidentified,1,
nj08,EBCDIC-US,1,
_20100,Unidentified,1,
htm%26,Unidentified,1,
log-{6,Unidentified,1,
tveyes,Unidentified,1,
webtr-,Unidentified,1,
pusb28,EBCDIC-US,1,
lnk-{8,Unidentified,1,
zen,Unidentified,1,
_27004,Unidentified,1,
y90020,8-bit ASCII Text,1,
tx-{69,Unidentified,1,
_cliff,Unidentified,1,
-{69d4,Unidentified,1,
gif-{6,Unidentified,1,
recaps,Unidentified,1,
xml-{8,Unidentified,1,
_25%20,Unidentified,1,
7211,8-bit ASCII Text,1,
pl94oh,EBCDIC-US,1,
point-,Unidentified,1,
yieldm,Unidentified,1,
t-{608,Unidentified,1,
_alber,Unidentified,1,
1;topi,Unidentified,1,
com;ti,Unidentified,1,
2687,Unidentified,1,
tx-{69,Unidentified,1,
_fruti,Unidentified,1,
tru,WordPerfect for MS-DOS Document (5.0),1,
com;ti,Unidentified,1,
html_2,Unidentified,1,
mdb-{6,Unidentified,1,
_wall%,Unidentified,1,
_look%,Unidentified,1,
cp0014,Unidentified,1,
contex,Unidentified,1,
ppt%20,Unidentified,1,
3.6467,Unidentified,1,
tx-{89,Unidentified,1,
_past_,Unidentified,1,
0b667d,Unidentified,1,
-{69d4,Unidentified,1,
advert,Unidentified,1,
ini-{6,Unidentified,1,
story;,Unidentified,1,
sprin-,Unidentified,1,
thursb,Unidentified,1,
d09120,Unidentified,1,
recove,8-bit ASCII Text,1,
xml;ta,Unidentified,1,
ilf1,8-bit ASCII Text,1,
_c0002,Unidentified,1,
crumb;,Unidentified,1,
_blue%,Unidentified,1,
d12042,Unidentified,1,
pos,WordPerfect for MS-DOS Document (5.0),1,
totsae,8-bit ASCII Text,1,
_austr,Unidentified,1,
file06,8-bit ASCII Text,1,
ut007,8-bit ASCII Text,1,
pip-{6,Unidentified,1,
press[,Unidentified,1,
bankof,Unidentified,1,
_492_0,Unidentified,1,
-{69d4,Unidentified,1,
_fossi,Unidentified,1,
_progr,Unidentified,1,
ky21,8-bit ASCII Text,1,
wa022,8-bit ASCII Text,1,
golden,Unidentified,1,
811,WordPerfect for MS-DOS/Windows Document (5.1),1,
distri,Unidentified,1,
pointr,Unidentified,1,
openta,Unidentified,1,
ci6,WordPerfect for MS-DOS/Windows Document (6.0),1,
cp0000,Unidentified,1,
ind88f,8-bit ASCII Text,1,
magicw,Unidentified,1,
_s3,Unidentified,1,
prefs-,Unidentified,1,
n94w23,EBCDIC-US,1,
chil75,EBCDIC-US,1,
mexsec,Unidentified,1,
l13,WordPerfect for MS-DOS Document (5.0),1,
14_cq,Unidentified,1,
_rita,Unidentified,1,
-{69d4,Unidentified,1,
tn019,8-bit ASCII Text,1,
txt-{6,Unidentified,1,
sol-{6,Unidentified,1,
a594,8-bit ASCII Text,1,
adsh-{,Unidentified,1,
lagath,Adobe Photoshop,1,
ham-{8,Unidentified,1,
_037_3,Unidentified,1,
lnk-{6,Unidentified,1,
n88w48,EBCDIC-US,1,
cp0012,Unidentified,1,
armorp,Unidentified,1,
13_que,Unidentified,1,
pointr,Unidentified,1,
jpg-{6,Unidentified,1,
_001_1,Unidentified,1,
ff85d,Unidentified,1,
dot-{6,Unidentified,1,
finact,8-bit ASCII Text,1,
mi022,8-bit ASCII Text,1,
%20ud%,Unidentified,1,
qt-145,Unidentified,1,
ma024,8-bit ASCII Text,1,
dpd,Unidentified,1,
irtpa,Unidentified,1,
mox,Unidentified,1,
lrs,WordPerfect for MS-DOS/Windows Document (6.0),1,
mf,Unidentified,1,
exe103,Unidentified,1,
log-{6,Unidentified,1,
spe-{6,Unidentified,1,
_2016-,Unidentified,1,
active,Unidentified,1,
il15,EBCDIC-US,1,
ov-{89,Unidentified,1,
_001_0,Unidentified,1,
com_pe,Unidentified,1,
gcc,WordPerfect for MS-DOS Document (5.0),1,
burstb,Unidentified,1,
sonicd,Unidentified,1,
rename,Unidentified,1,
_10_dw,Unidentified,1,
pol-{6,Unidentified,1,
_33101,Unidentified,1,
wi024,8-bit ASCII Text,1,
_06211,Unidentified,1,
592066,Unidentified,1,
t-{69d,Unidentified,1,
07-Jul,Unidentified,1,
jpg-ff,Unidentified,1,
sol-{6,Unidentified,1,
adrev-,Unidentified,1,
_439_3,Unidentified,1,
ma038,8-bit ASCII Text,1,
_001_2,Unidentified,1,
cvdbco,8-bit ASCII Text,1,
l-{89d,Unidentified,1,
bankof,Unidentified,1,
lnk-{6,Unidentified,1,
txt-{6,Unidentified,1,
d11092,Unidentified,1,
pa0240,EBCDIC-US,1,
18_opi,Unidentified,1,
-{69d4,Unidentified,1,
politi,Unidentified,1,
ia018,8-bit ASCII Text,1,
log-{6,Unidentified,1,
com;ad,Unidentified,1,
cp0019,Unidentified,1,
txt-{6,Unidentified,1,
19_cyb,Unidentified,1,
103859,Unidentified,1,
cp0007,Unidentified,1,
html%2,Unidentified,1,
php_pe,Unidentified,1,
jpg-{6,Unidentified,1,
lnk-{8,Unidentified,1,
de004,8-bit ASCII Text,1,
135823,Unidentified,1,
820106,Unidentified,1,
pp-{69,Unidentified,1,
txt-{6,Unidentified,1,
01_sun,Unidentified,1,
yieldm,Unidentified,1,
_c0001,Unidentified,1,
bank-{,Unidentified,1,
webtre,Unidentified,1,
pr6,WordPerfect for MS-DOS/Windows Document (6.0),1,
_helpe,Unidentified,1,
ppt-{e,Unidentified,1,
nelson,Unidentified,1,
-{69d4,Unidentified,1,
19_tu,Unidentified,1,
t-{69d,Unidentified,1,
adgard,Unidentified,1,
ct87,EBCDIC-US,1,
nypost,Unidentified,1,
mm-{89,Unidentified,1,
_push%,Unidentified,1,
payles,Unidentified,1,
gurepo,Unidentified,1,
11e,Unidentified,1,
pip-{6,Unidentified,1,
de018,8-bit ASCII Text,1,
ia004,8-bit ASCII Text,1,
statio,8-bit ASCII Text,1,
516027,Unidentified,1,
119151,Unidentified,1,
lnk-{8,Unidentified,1,
d10081,Unidentified,1,
155273,Unidentified,1,
%20neb,Unidentified,1,
_9_dw_,Unidentified,1,
pol-{6,Unidentified,1,
txt-{6,Unidentified,1,
log-{6,Unidentified,1,
com;ti,Unidentified,1,
lnk-{8,Unidentified,1,
_ofa,Unidentified,1,
15-Nov,Unidentified,1,
he_il,Unidentified,1,
_10291,Unidentified,1,
sv73,EBCDIC-US,1,
n87w17,EBCDIC-US,1,
yah-{6,Unidentified,1,
_stone,Unidentified,1,
_poste,Unidentified,1,
rm2uk5,Unidentified,1,
126359,Unidentified,1,
xlb-{6,Unidentified,1,
com;ti,Unidentified,1,
-{69d4,Unidentified,1,
000717,Unidentified,1,
000351,Unidentified,1,
specia,Unidentified,1,
okenya,Unidentified,1,
%20it%,Unidentified,1,
lnk-{c,Unidentified,1,
hem14d,8-bit ASCII Text,1,
msn[1],Unidentified,1,
mt011,8-bit ASCII Text,1,
s04,8-bit ASCII Text,1,
wi038,8-bit ASCII Text,1,
guard-,Unidentified,1,
_9fe68,Unidentified,1,
2017_f,Unidentified,1,
femmaj,Unidentified,1,
4465,Unidentified,1,
000313,Unidentified,1,
ppt-{e,Unidentified,1,
_blood,Unidentified,1,
css-{6,Unidentified,1,
kinkos,Unidentified,1,
_fores,Unidentified,1,
10_sta,Unidentified,1,
-{69d4,Unidentified,1,
22p,Unidentified,1,
16-{69,Unidentified,1,
10_wp_,Unidentified,1,
itl-{a,Unidentified,1,
fars80,Unidentified,1,
_june%,Unidentified,1,
2017ru,Unidentified,1,
lnk-{8,Unidentified,1,
bank-{,Unidentified,1,
%20-{7,Unidentified,1,
xlsmb,Unidentified,1,
adbur-,Unidentified,1,
_mapso,Unidentified,1,
fill;o,Unidentified,1,
s05413,EBCDIC-US,1,
_drug_,Unidentified,1,
x-{89d,Unidentified,1,
oh14,EBCDIC-US,1,
nytime,Unidentified,1,
l-{69d,Unidentified,1,
c7,EBCDIC-US,1,
4;sz=7,Unidentified,1,
me004,8-bit ASCII Text,1,
-{69d4,Unidentified,1,
al038,8-bit ASCII Text,1,
travel,Unidentified,1,
cp0000,Unidentified,1,
even-{,Unidentified,1,
419,WordPerfect for MS-DOS Document (5.0),1,
t-{69d,Unidentified,1,
_000_5,Unidentified,1,
000282,Unidentified,1,
_001_1,Unidentified,1,
12_nyt,Unidentified,1,
_modul,Unidentified,1,
_t053a,Unidentified,1,
nh034,8-bit ASCII Text,1,
_laura,Unidentified,1,
y1958,EBCDIC-US,1,
ny2,8-bit ASCII Text,1,
_001_2,Unidentified,1,
emedia,Unidentified,1,
dynami,Unidentified,1,
rsin45,EBCDIC-US,1,
21disc,Unidentified,1,
politi,Unidentified,1,
png-ts,Unidentified,1,
txt-{6,Unidentified,1,
d11122,Unidentified,1,
theglo,Unidentified,1,
doca86,EBCDIC-US,1,
cv170,8-bit ASCII Text,1,
inf-{8,Unidentified,1,
tx-{89,Unidentified,1,
txt-{6,Unidentified,1,
_euron,Unidentified,1,
_12160,Unidentified,1,
tx-{69,Unidentified,1,
doc%20,Unidentified,1,
or036,8-bit ASCII Text,1,
000342,Unidentified,1,
_11011,Unidentified,1,
i72,EBCDIC-US,1,
d-9,Unidentified,1,
mi2640,EBCDIC-US,1,
dic-{6,Unidentified,1,
ew4,Unidentified,1,
mt-{69,Unidentified,1,
d10092,Unidentified,1,
owenre,Unidentified,1,
cdivo0,8-bit ASCII Text,1,
pol-{8,Unidentified,1,
fwmrm[,Unidentified,1,
css-{6,Unidentified,1,
kts,Unidentified,1,
_dance,Unidentified,1,
brooke,Unidentified,1,
kc,EBCDIC-US,1,
_nirav,Unidentified,1,
adhes7,EBCDIC-US,1,
tacoda,Unidentified,1,
yahoo[,Unidentified,1,
foxnew,Unidentified,1,
yahoo[,Unidentified,1,
-{69d4,Unidentified,1,
frm-{6,Unidentified,1,
normal,Unidentified,1,
swf-{6,Unidentified,1,
v%20up,Unidentified,1,
%20cal,Unidentified,1,
_hallo,Unidentified,1,
myd-{6,Unidentified,1,
dot-{6,Unidentified,1,
ini-{6,Unidentified,1,
-{69d4,Unidentified,1,
live-{,Unidentified,1,
drivel,Unidentified,1,
444,WordPerfect for MS-DOS/Windows Document (5.1),1,
al024,8-bit ASCII Text,1,
dc033,8-bit ASCII Text,1,
055877,Unidentified,1,
xco,Unidentified,1,
per2,8-bit ASCII Text,1,
_tape%,Unidentified,1,
0%20op,Unidentified,1,
jsonrp,Unidentified,1,
g-{69d,Unidentified,1,
d11081,Unidentified,1,
03brie,Unidentified,1,
nh028,8-bit ASCII Text,1,
scf-{6,Unidentified,1,
jpg012,Unidentified,1,
1.5895,Unidentified,1,
_sv3us,Unidentified,1,
com;ti,Unidentified,1,
c-{89d,Unidentified,1,
presi-,Unidentified,1,
ini-{8,Unidentified,1,
7.7905,Unidentified,1,
ln-{69,Unidentified,1,
_04032,Unidentified,1,
aug00,Unidentified,1,
wp,WordPerfect for MS-DOS Document (5.0),1,
jpg099,Unidentified,1,
d12020,Unidentified,1,
78,WordPerfect for MS-DOS Document (5.0),1,
improv,Unidentified,1,
com;ti,Unidentified,1,
trsadj,8-bit ASCII Text,1,
e6805,EBCDIC-US,1,
pip-{8,Unidentified,1,
js%ef%,Unidentified,1,
l-{c99,Unidentified,1,
_richm,Unidentified,1,
totmin,8-bit ASCII Text,1,
_room%,Unidentified,1,
8345,Unidentified,1,
sa5588,EBCDIC-US,1,
4535%2,Unidentified,1,
jpg-{6,Unidentified,1,
cfg-{6,Unidentified,1,
swf%26,Unidentified,1,
n87w04,EBCDIC-US,1,
_08131,Unidentified,1,
21-{69,Unidentified,1,
y1944,EBCDIC-US,1,
doc-{e,Unidentified,1,
45;sz=,Unidentified,1,
g-{69d,Unidentified,1,
stf03,8-bit ASCII Text,1,
1965,Unidentified,1,
ykgkzi,Unidentified,1,
a-{69d,Unidentified,1,
a-{69d,Unidentified,1,
privat,Unidentified,1,
_?�?�w,Unidentified,1,
com;ti,Unidentified,1,
mats12,EBCDIC-US,1,
dat-{6,Unidentified,1,
qs621,EBCDIC-US,1,
-{89dd,Unidentified,1,
s15101,EBCDIC-US,1,
burstn,Unidentified,1,
dts,WordPerfect for MS-DOS/Windows Document (5.1),1,
mormed,EBCDIC-US,1,
_shell,Unidentified,1,
d-{c99,Unidentified,1,
rdhlp4,EBCDIC-US,1,
ajs,Unidentified,1,
opin,8-bit ASCII Text,1,
fm-{69,Unidentified,1,
flagso,Unidentified,1,
-{6084,Unidentified,1,
_diann,Unidentified,1,
_100_2,Unidentified,1,
hytabl,8-bit ASCII Text,1,
-{e234,Unidentified,1,
doc-{7,Unidentified,1,
cont-{,Unidentified,1,
t-{69d,Unidentified,1,
cp0002,Unidentified,1,
termin,Unidentified,1,
totsaw,8-bit ASCII Text,1,
eduche,8-bit ASCII Text,1,
420898,Unidentified,1,
408265,Unidentified,1,
examin,Unidentified,1,
bcd,Unidentified,1,
yield-,Unidentified,1,
_05677,Unidentified,1,
lnk-{8,Unidentified,1,
2.915,Unidentified,1,
_hamil,Unidentified,1,
694432,Unidentified,1,
dcvote,Unidentified,1,
_crede,Unidentified,1,
gesv89,EBCDIC-US,1,
txt-{6,Unidentified,1,
radio;,Unidentified,1,
08-dol,Unidentified,1,
wor,WordPerfect for MS-DOS/Windows Document (6.0),1,
sol-{6,Unidentified,1,
sitsa,Unidentified,1,
15_sb_,Unidentified,1,
region,Unidentified,1,
_pl%20,Unidentified,1,
2ct,Unidentified,1,
-{69d4,Unidentified,1,
_000_1,Unidentified,1,
mapque,Unidentified,1,
nh006,8-bit ASCII Text,1,
_037_3,Unidentified,1,
000062,Unidentified,1,
run,WordPerfect for MS-DOS Document (5.0),1,
_wirel,Unidentified,1,
palmbe,Unidentified,1,
zoomin,Unidentified,1,
_rende,Unidentified,1,
_439_4,Unidentified,1,
tx-{69,Unidentified,1,
or018,8-bit ASCII Text,1,
txt-{8,Unidentified,1,
log-{6,Unidentified,1,
au-5f6,Unidentified,1,
dic-{6,Unidentified,1,
al016,8-bit ASCII Text,1,
n97w3,EBCDIC-US,1,
wamn04,EBCDIC-US,1,
doc89,Unidentified,1,
_tsm-m,Unidentified,1,
171102,Unidentified,1,
_firew,Unidentified,1,
usda%2,Unidentified,1,
_4gfvl,Unidentified,1,
cloud-,Unidentified,1,
commen,Unidentified,1,
go[-{6,Unidentified,1,
hem16b,8-bit ASCII Text,1,
n82w07,EBCDIC-US,1,
us84p4,EBCDIC-US,1,
ini-{6,Unidentified,1,
lns,Unidentified,1,
or004,8-bit ASCII Text,1,
root;c,Unidentified,1,
com-ca,Unidentified,1,
_t111a,Unidentified,1,
nypost,Unidentified,1,
f3,8-bit ASCII Text,1,
y90071,8-bit ASCII Text,1,
cv142,8-bit ASCII Text,1,
xtre-{,Unidentified,1,
ogmwir,Unidentified,1,
6%26pe,Unidentified,1,
sam-{6,Unidentified,1,
xml-{6,Unidentified,1,
search,Unidentified,1,
c79,Unidentified,1,
tx-{69,Unidentified,1,
msg,Windows Bitmap (1.0),1,
y1976,EBCDIC-US,1,
9.8796,Unidentified,1,
bm4,Unidentified,1,
_81224,Unidentified,1,
7e1806,Unidentified,1,
pipa74,EBCDIC-US,1,
dat-{6,Unidentified,1,
d-{7ae,Unidentified,1,
103025,Unidentified,1,
acl-{6,Unidentified,1,
cch-{6,Unidentified,1,
co-{69,Unidentified,1,
fdf,Acrobat PDF 1.4 - Portable Document Format (1.4),1,
bankof,Unidentified,1,
_neon%,Unidentified,1,
about-,Unidentified,1,
do-{c9,Unidentified,1,
lib(us,Unidentified,1,
net-{6,Unidentified,1,
intero,Unidentified,1,
d09070,Unidentified,1,
_strat,Unidentified,1,
campon,Unidentified,1,
469755,Unidentified,1,
strict,Unidentified,1,
-{69d4,Unidentified,1,
g-{69d,Unidentified,1,
_09101,Unidentified,1,
g--va,Unidentified,1,
adtech,Unidentified,1,
_jacks,Unidentified,1,
mdb-{e,Unidentified,1,
4cl,Unidentified,1,
cp0000,Unidentified,1,
14_ewa,Unidentified,1,
com;ti,Unidentified,1,
