,,,MIME,,Format,,Version,,extension,,count,,,Size,,,
432,59,9,image/tiff,,TIFF DLF Benchmark for Faithful Digital Reproductions of Monographs and Serials: color,,6,,.tif,,"19,896",0.02%,,"572,115,812,556",572.1,GB,0.11%
433,59,10,image/tiff,,TIFF DLF Benchmark for Faithful Digital Reproductions of Monographs and Serials: color,,6,,.tiff,,72,0.00%,,"79,377,208",79.4,MB,0.00%
434,59,11,image/tiff,,TIFF DLF Benchmark for Faithful Digital Reproductions of Monographs and Serials: grayscale and white,,5,,.tif,,"2,578",0.00%,,"14,925,522,255",14.9,GB,0.00%
435,59,12,image/tiff,,TIFF DLF Benchmark for Faithful Digital Reproductions of Monographs and Serials: grayscale and white,,6,,.tif,,202,0.00%,,"2,176,073,366",2.2,GB,0.00%
436,59,13,image/tiff,,TIFF EXIF,,10,,.tif,,129,0.00%,,"31,703,011,942",31.7,GB,0.01%
437,59,14,image/tiff,,TIFF EXIF,,10.1,,.tif,,47,0.00%,,"2,494,449,050",2.5,GB,0.00%
438,59,15,image/tiff,,TIFF EXIF,,10.2,,.tif,,17,0.00%,,"1,128,426,532",1.1,GB,0.00%
439,59,16,image/tiff,,TIFF EXIF,,10.3,,.tif,,"1,897",0.00%,,"143,764,808,314",143.8,GB,0.03%
440,59,17,image/tiff,,TIFF EXIF,,10.4,,.tif,,29,0.00%,,"819,190,622",819.2,MB,0.00%
441,59,18,image/tiff,,TIFF EXIF,,10.5,,.tif,,54,0.00%,,"3,102,855,636",3.1,GB,0.00%
442,59,19,image/tiff,,TIFF EXIF,,11,,.tif,,371,0.00%,,"46,976,874,476",47,GB,0.01%
443,59,20,image/tiff,,TIFF EXIF,,11.1,,.tif,,657,0.00%,,"29,745,882,796",29.7,GB,0.01%
444,59,21,image/tiff,,TIFF EXIF,,11.2,,.tif,,"1,805",0.00%,,"137,092,191,022",137.1,GB,0.03%
445,59,22,image/tiff,,TIFF EXIF,,11.2.1,,.tif,,414,0.00%,,"48,419,427,172",48.4,GB,0.01%
446,59,23,image/tiff,,TIFF EXIF,,11.3,,.tif,,1,0.00%,,"95,470,464",95.5,MB,0.00%
447,59,24,image/tiff,,TIFF EXIF,,11.3.1,,.tif,,30,0.00%,,"1,821,746,044",1.8,GB,0.00%
448,59,25,image/tiff,,TIFF EXIF,,11.4.1,,.tif,,444,0.00%,,"17,596,277,312",17.6,GB,0.00%
449,59,26,image/tiff,,TIFF EXIF,,12,,.tif,,102,0.00%,,"11,084,185,622",11.1,GB,0.00%
450,59,27,image/tiff,,TIFF EXIF,,12.1,,.tif,,"1,423",0.00%,,"75,460,234,204",75.5,GB,0.01%
451,59,28,image/tiff,,TIFF EXIF,,12.2,,.tif,,4,0.00%,,"235,507,300",235.5,MB,0.00%
452,59,29,image/tiff,,TIFF EXIF,,12.4,,.tif,,744,0.00%,,"17,990,802,554",18,GB,0.00%
453,59,30,image/tiff,,TIFF EXIF,,13,,.tif,,6,0.00%,,"388,299,550",388.3,MB,0.00%
454,59,31,image/tiff,,TIFF EXIF,,13.0.2,,.tif,,27,0.00%,,"2,662,934,992",2.7,GB,0.00%
455,59,32,image/tiff,,TIFF EXIF,,13.1,,.tif,,594,0.00%,,"36,274,804,544",36.3,GB,0.01%
456,59,33,image/tiff,,TIFF EXIF,,13.2,,.tif,,305,0.00%,,"17,661,970,406",17.7,GB,0.00%
457,59,34,image/tiff,,TIFF EXIF,,13.3,,.tif,,"1,238",0.00%,,"99,517,826,894",99.5,GB,0.02%
458,59,35,image/tiff,,TIFF EXIF,,14,,.tif,,28,0.00%,,"2,529,708,430",2.5,GB,0.00%
459,59,36,image/tiff,,TIFF EXIF,,14.0.1,,.tif,,26,0.00%,,"9,788,342,292",9.8,GB,0.00%
460,59,37,image/tiff,,TIFF EXIF,,14.1,,.tif,,12,0.00%,,"429,361,138",429.4,MB,0.00%
461,59,38,image/tiff,,TIFF EXIF,,14.3,,.tif,,250,0.00%,,"13,868,013,162",13.9,GB,0.00%
462,59,39,image/tiff,,TIFF EXIF,,2,,.tif,,2,0.00%,,"20,300,212",20.3,MB,0.00%
463,59,40,image/tiff,,TIFF EXIF,,2.1,,.tif,,"15,319",0.01%,,"4,040,080,295,664",4,TB,0.75%
464,59,41,image/tiff,,TIFF EXIF,,2.1,,.tiff,,27,0.00%,,"6,191,183,314",6.2,GB,0.00%
465,59,42,image/tiff,,TIFF EXIF,,2.2,,.jpg,,3,0.00%,,"399,537,660",399.5,MB,0.00%
466,59,43,image/tiff,,TIFF EXIF,,2.2,,.tif,,"22,326",0.02%,,"2,985,108,644,286",3,TB,0.55%
467,59,44,image/tiff,,TIFF EXIF,,2.3,,.tif,,"3,528",0.00%,,"66,462,940,928",66.5,GB,0.01%
468,59,45,image/tiff,,TIFF EXIF,,2.4,,.tif,,"15,498",0.01%,,"258,463,367,729",258.5,GB,0.05%
469,59,46,image/tiff,,TIFF EXIF,,2.4x101,,.tif,,365,0.00%,,"7,124,985,428",7.1,GB,0.00%
470,59,47,image/tiff,,TIFF EXIF,,3,,.tif,,"31,712",0.03%,,"556,981,615,546",557,GB,0.10%
471,59,48,image/tiff,,TIFF EXIF,,3.2,,.tif,,"26,932",0.02%,,"486,321,594,532",486.3,GB,0.09%
472,59,49,image/tiff,,TIFF EXIF,,3.3,,.tif,,2,0.00%,,"36,683,996",36.7,MB,0.00%
473,59,50,image/tiff,,TIFF EXIF,,3.4x89,,.tif,,42,0.00%,,"1,640,091,176",1.6,GB,0.00%
474,59,51,image/tiff,,TIFF EXIF,,3.6,,.tif,,"4,097",0.00%,,"120,408,101,884",120.4,GB,0.02%
475,59,52,image/tiff,,TIFF EXIF,,3.7,,.tif,,"16,314",0.01%,,"316,394,575,592",316.4,GB,0.06%
476,59,53,image/tiff,,TIFF EXIF,,4,,.tif,,"1,374",0.00%,,"46,436,717,212",46.4,GB,0.01%
477,59,54,image/tiff,,TIFF EXIF,,4.3.1,,.tif,,20,0.00%,,"310,436,048",310.4,MB,0.00%
478,59,55,image/tiff,,TIFF EXIF,,4.4.1,,.tif,,15,0.00%,,"446,117,800",446.1,MB,0.00%
479,59,56,image/tiff,,TIFF EXIF,,4.5,,.tif,,6,0.00%,,"426,770,364",426.8,MB,0.00%
480,59,57,image/tiff,,TIFF EXIF,,4.6,,.tif,,49,0.00%,,"1,526,022,068",1.5,GB,0.00%
481,59,58,image/tiff,,TIFF EXIF,,5,,.tif,,"4,975",0.00%,,"397,161,355,444",397.2,GB,0.07%
482,59,59,image/tiff,,TIFF EXIF,,5.2,,.tif,,784,0.00%,,"64,094,471,748",64.1,GB,0.01%
483,59,60,image/tiff,,TIFF EXIF,,5.3,,.tif,,54,0.00%,,"3,254,180,804",3.3,GB,0.00%
484,59,61,image/tiff,,TIFF EXIF,,5.4,,.tif,,61,0.00%,,"3,986,831,668",4,GB,0.00%
485,59,62,image/tiff,,TIFF EXIF,,5.5,,.tif,,15,0.00%,,"501,128,910",501.1,MB,0.00%
486,59,63,image/tiff,,TIFF EXIF,,5.6,,.tif,,447,0.00%,,"89,306,784,672",89.3,GB,0.02%
487,59,64,image/tiff,,TIFF EXIF,,5.6,,.tiff,,1,0.00%,,"7,723,416",7.7,MB,0.00%
488,59,65,image/tiff,,TIFF EXIF,,5.7,,.tif,,"1,668",0.00%,,"128,821,442,808",128.8,GB,0.02%
489,59,66,image/tiff,,TIFF EXIF,,6,,.jpg,,1,0.00%,,"657,044",657,KB,0.00%
490,59,67,image/tiff,,TIFF EXIF,,6,,.tif,,"150,383",0.13%,,"18,851,408,979,106",18.9,TB,3.48%
491,59,68,image/tiff,,TIFF EXIF,,6,,.tiff,,694,0.00%,,"41,481,458,864",41.5,GB,0.01%
492,59,69,image/tiff,,TIFF EXIF,,6.2,,.tif,,8,0.00%,,"850,300,342",850.3,MB,0.00%
493,59,70,image/tiff,,TIFF EXIF,,6.3,,.tif,,18,0.00%,,"3,190,183,650",3.2,GB,0.00%
494,59,71,image/tiff,,TIFF EXIF,,6.5,,.tif,,3,0.00%,,"198,247,720",198.2,MB,0.00%
495,59,72,image/tiff,,TIFF EXIF,,6.6,,.tif,,207,0.00%,,"6,003,067,910",6,GB,0.00%
496,59,73,image/tiff,,TIFF EXIF,,6.7,,.tif,,98,0.00%,,"8,028,124,096",8,GB,0.00%
497,59,74,image/tiff,,TIFF EXIF,,7,,.tif,,124,0.00%,,"8,451,844,968",8.5,GB,0.00%
498,59,75,image/tiff,,TIFF EXIF,,7.1,,.tif,,3,0.00%,,"37,379,744",37.4,MB,0.00%
499,59,76,image/tiff,,TIFF EXIF,,7.3,,.tif,,2,0.00%,,"135,255,160",135.3,MB,0.00%
500,59,77,image/tiff,,TIFF EXIF,,8.1,,.tif,,1,0.00%,,"124,418,768",124.4,MB,0.00%
501,59,78,image/tiff,,TIFF EXIF,,8.2,,.tif,,43,0.00%,,"16,455,996,752",16.5,GB,0.00%
502,59,79,image/tiff,,TIFF EXIF,,8.3,,.tif,,"1,591",0.00%,,"36,677,235,018",36.7,GB,0.01%
503,59,80,image/tiff,,TIFF EXIF,,8.3,,.tiff,,1,0.00%,,"22,783,916",22.8,MB,0.00%
504,59,81,image/tiff,,TIFF EXIF,,8.4,,.tif,,21,0.00%,,"2,157,049,934",2.2,GB,0.00%
505,59,82,image/tiff,,TIFF EXIF,,8.5,,.tif,,10,0.00%,,"792,199,076",792.2,MB,0.00%
506,59,83,image/tiff,,TIFF EXIF,,8.6,,.tif,,282,0.00%,,"16,104,404,508",16.1,GB,0.00%
507,59,84,image/tiff,,TIFF EXIF,,8.7,,.tif,,"5,145",0.00%,,"65,449,687,065",65.4,GB,0.01%
508,59,85,image/tiff,,TIFF EXIF,,8.7.1,,.tif,,635,0.00%,,"26,006,331,967",26,GB,0.00%
509,59,86,image/tiff,,TIFF EXIF,,8.8,,.tif,,1,0.00%,,"43,289,192",43.3,MB,0.00%
510,59,87,image/tiff,,TIFF EXIF,,9,,.tif,,"1,689",0.00%,,"97,887,691,244",97.9,GB,0.02%
511,59,88,image/tiff,,TIFF EXIF,,9,,.tiff,,4,0.00%,,"183,752,800",183.8,MB,0.00%
512,59,89,image/tiff,,TIFF EXIF,,9.1,,.tif,,240,0.00%,,"2,902,593,328",2.9,GB,0.00%
513,59,90,image/tiff,,TIFF EXIF,,9.1.1,,.tif,,"5,100",0.00%,,"283,371,498,076",283.4,GB,0.05%
514,59,91,image/tiff,,TIFF EXIF,,9.1,,.tif,,3,0.00%,,"533,733,398",533.7,MB,0.00%
515,59,92,image/tiff,,TIFF EXIF,,9.10.1,,.tif,,40,0.00%,,"1,553,704,170",1.6,GB,0.00%
516,59,93,image/tiff,,TIFF EXIF,,9.12,,.tif,,298,0.00%,,"69,606,917,186",69.6,GB,0.01%
517,59,94,image/tiff,,TIFF EXIF,,9.12.1,,.tif,,41,0.00%,,"264,188,760",264.2,MB,0.00%
518,59,95,image/tiff,,TIFF EXIF,,9.3,,.tif,,6,0.00%,,"186,711,500",186.7,MB,0.00%
519,59,96,image/tiff,,TIFF EXIF,,9.3.1,,.tif,,1,0.00%,,"141,144,324",141.1,MB,0.00%
520,59,97,image/tiff,,TIFF EXIF,,9.5.1,,.tif,,4,0.00%,,"114,121,784",114.1,MB,0.00%
521,59,98,image/tiff,,TIFF EXIF,,9.6.1,,.tif,,396,0.00%,,"18,844,658,624",18.8,GB,0.00%
522,59,99,image/tiff,,TIFF EXIF,,9.7,,.tif,,1,0.00%,,"52,809,688",52.8,MB,0.00%
523,59,100,image/tiff,,TIFF EXIF,,9.9,,.tif,,6,0.00%,,"286,835,754",286.8,MB,0.00%
524,59,101,image/tiff,,TIFF EXIF,,,,.i1kg40220028,,1,0.00%,,"208,997",209,KB,0.00%
525,59,102,image/tiff,,TIFF EXIF,,,,.i1kg40220029,,1,0.00%,,"192,256",192.3,KB,0.00%
526,59,103,image/tiff,,TIFF EXIF,,,,.i1kg40320370,,1,0.00%,,"43,499",43.5,KB,0.00%
527,59,104,image/tiff,,TIFF EXIF,,,,.i3cn85560001,,1,0.00%,,"14,028",14,KB,0.00%
528,59,105,image/tiff,,TIFF EXIF,,,,.jp2,,5,0.00%,,"635,993,706",636,MB,0.00%
529,59,106,image/tiff,,TIFF EXIF,,,,.jpg,,"3,389",0.00%,,"614,213,260",614.2,MB,0.00%
530,59,107,image/tiff,,TIFF EXIF,,,,.tif,,"8,072,356",7.05%,,"17,229,027,659,605",17.2,TB,3.18%
531,59,108,image/tiff,,TIFF EXIF,,,,.tif-,,1,0.00%,,"10,749,792",10.7,MB,0.00%
532,59,109,image/tiff,,TIFF EXIF,,,,.tiff,,"97,572",0.09%,,"7,533,861,345",7.5,GB,0.00%
533,59,110,image/tiff,,TIFF EXIF,,,,.tif~,,9,0.00%,,"25,423,922",25.4,MB,0.00%
534,59,111,image/tiff,,TIFF EXIF,,,,.tif的副本,,1,0.00%,,"22,136",22.1,KB,0.00%
535,59,112,image/tiff,,TIFF TIFF/IT-CT (ISO 12639:1998),,6,,.tif,,9,0.00%,,"1,305,352,492",1.3,GB,0.00%
536,59,113,image/tiff,,TIFF TIFF/IT-MP (ISO 12639:1998),,4,,.tif,,114,0.00%,,"5,273,496,486",5.3,GB,0.00%
537,59,114,image/tiff,,TIFF TIFF/IT-MP (ISO 12639:1998),,5,,.tif,,624,0.00%,,"57,390,263,120",57.4,GB,0.01%
538,59,115,image/tiff,,TIFF TIFF/IT-MP (ISO 12639:1998),,6,,.tif,,"33,938",0.03%,,"1,300,261,994,032",1.3,TB,0.24%
539,59,116,image/tiff,,Tagged Image File Format,,3.6,,.tif,,38,0.00%,,"5,030,316,676",5,GB,0.00%
540,59,117,image/tiff,,Tagged Image File Format,,4,,.tif,,"483,728",0.42%,,"106,410,844,011",106.4,GB,0.02%
541,59,118,image/tiff,,Tagged Image File Format,,5,,.tif,,"12,746,314",11.13%,,"2,127,601,379,871",2.1,TB,0.39%
542,59,119,image/tiff,,Tagged Image File Format,,5,,.tiff,,1,0.00%,,"9,317,294",9.3,MB,0.00%
543,59,120,image/tiff,,Tagged Image File Format,,6,,.jpg,,95,0.00%,,"859,210,886",859.2,MB,0.00%
544,59,121,image/tiff,,Tagged Image File Format,,6,,.tif,,"1,272,382",1.11%,,"34,420,073,516,980",34.4,TB,6.36%
545,59,122,image/tiff,,Tagged Image File Format,,6,,.tiff,,30,0.00%,,"453,226,242",453.2,MB,0.00%
546,59,123,image/tiff,,Tagged Image File Format,,6.5,,.tif,,2,0.00%,,"50,755,148",50.8,MB,0.00%
547,59,124,image/tiff,,Tagged Image File Format,,6.7,,.tif,,11,0.00%,,"504,878,770",504.9,MB,0.00%
548,59,125,image/tiff,,Tagged Image File Format,,7.4,,.tif,,4,0.00%,,"255,370,540",255.4,MB,0.00%
549,59,126,image/tiff,,Tagged Image File Format,,8.2,,.tif,,143,0.00%,,"7,204,493,868",7.2,GB,0.00%
550,59,127,image/tiff,,Tagged Image File Format,,8.3,,.tif,,"1,909",0.00%,,"24,241,670,922",24.2,GB,0.00%
551,59,128,image/tiff,,Tagged Image File Format,,8.5,,.tif,,2,0.00%,,"52,339,080",52.3,MB,0.00%
552,59,129,image/tiff,,Tagged Image File Format,,8.6,,.tif,,274,0.00%,,"10,222,119,936",10.2,GB,0.00%
553,59,130,image/tiff,,Tagged Image File Format,,9,,.tif,,446,0.00%,,"8,530,226,142",8.5,GB,0.00%
554,59,131,image/tiff,,Tagged Image File Format,,9.1,,.tif,,1,0.00%,,"234,856,040",234.9,MB,0.00%
555,59,132,image/tiff,,Tagged Image File Format,,9.1.1,,.tif,,522,0.00%,,"6,077,060,162",6.1,GB,0.00%
556,59,133,image/tiff,,Tagged Image File Format,,,,.tif,,"13,039",0.01%,,"122,669,823,723",122.7,GB,0.02%
557,59,134,image/tiff,,Tagged Image File Format for Image Technology (TIFF/IT),,,,.tif,,118,0.00%,,"71,987,174",72,MB,0.00%
558,60,1,image/vnd.adobe.photoshop,,Adobe Photoshop,,,,.psd,,23,0.00%,,"4,181,455,940",4.2,GB,0.00%
559,61,1,image/vnd.fpx,,FPX,,,,.mpp,,5,0.00%,,"1,675,264",1.7,MB,0.00%
560,61,2,image/vnd.fpx,,FPX,,,,.msg,,2,0.00%,,"501,248",501.2,KB,0.00%
561,61,3,image/vnd.fpx,,FPX,,,,.pmd,,1,0.00%,,"6,121,472",6.1,MB,0.00%
562,61,4,image/vnd.fpx,,FPX,,,,.wpd,,2,0.00%,,"580,608",580.6,KB,0.00%
563,61,5,image/vnd.fpx,,FPX,,,,,,1,0.00%,,"128,512",128.5,KB,0.00%
564,62,1,image/x-adobe-dng,,Digital Negative (DNG),,1.1,,.dng,,2,0.00%,,"27,324",27.3,KB,0.00%
565,62,2,image/x-adobe-dng,,Digital Negative (DNG),,1.3,,.dng,,2,0.00%,,"41,828,596",41.8,MB,0.00%
566,63,1,image/x-photo-cd,,PCD,,,,.pcd,,"7,244",0.01%,,"37,372,250,112",37.4,GB,0.01%
567,64,1,message/rfc822,,Internet Message Format,,,,.eml,,290,0.00%,,"12,431,038",12.4,MB,0.00%
568,64,2,message/rfc822,,MIME Email,,1,,.eml,,47,0.00%,,"333,998",334,KB,0.00%
569,64,3,message/rfc822,,MIME Email,,1,,.mbox,,2,0.00%,,"3,862,135",3.9,MB,0.00%
570,64,4,message/rfc822,,RFC 822 mail text,,,,.eml,,13,0.00%,,"45,875",45.9,KB,0.00%
571,65,1,text/css,,Cascading Style Sheet,,,,.css,,25,0.00%,,"1,110,853",1.1,MB,0.00%
572,66,1,text/csv,,Comma-Separated Values (CSV),,,,.csv,,163,0.00%,,"462,681,694",462.7,MB,0.00%
573,67,1,text/html,,Hypertext Markup Language,,1,,.html,,2,0.00%,,"14,108",14.1,KB,0.00%
574,67,2,text/html,,Hypertext Markup Language,,3.2,,.eml,,3,0.00%,,"316,337",316.3,KB,0.00%
575,67,3,text/html,,Hypertext Markup Language,,4,,.eml,,58,0.00%,,"2,056,406",2.1,MB,0.00%
576,67,4,text/html,,Hypertext Markup Language,,4,,.html,,23,0.00%,,"72,900",72.9,KB,0.00%
577,67,5,text/html,,Hypertext Markup Language,,4,,.txt,,5,0.00%,,"10,867",10.9,KB,0.00%
578,67,6,text/html,,Hypertext Markup Language,,4,,.xls,,1,0.00%,,"62,020",62,KB,0.00%
579,67,7,text/html,,Hypertext Markup Language,,4.01,,.htm,,1,0.00%,,"5,167",5.2,KB,0.00%
580,67,8,text/html,,Hypertext Markup Language,,5,,.html,,51,0.00%,,"12,554,128",12.6,MB,0.00%
581,67,9,text/html,,Hypertext Markup Language,,5,,.vtt,,1,0.00%,,"8,388",8.4,KB,0.00%
582,67,10,text/html,,Hypertext Markup Language,,,,.arc,,1,0.00%,,"133,017,044",133,MB,0.00%
583,67,11,text/html,,Hypertext Markup Language,,,,.eml,,2,0.00%,,"4,468",4.5,KB,0.00%
584,67,12,text/html,,Hypertext Markup Language,,,,.htm,,2,0.00%,,"56,308",56.3,KB,0.00%
585,67,13,text/html,,Hypertext Markup Language,,,,.html,,"1,665",0.00%,,"13,040,347",13,MB,0.00%
586,67,14,text/html,,Hypertext Markup Language,,,,.ipynb,,1,0.00%,,"509,383",509.4,KB,0.00%
587,67,15,text/html,,Hypertext Markup Language,,,,.txt,,220,0.00%,,"12,423,807",12.4,MB,0.00%
588,68,1,text/plain,,Microsoft Internet Shortcut,,,,.url,,2,0.00%,,226,226,B,0.00%
589,68,2,text/plain,,Plain text,,,,.as,,2,0.00%,,"14,858",14.9,KB,0.00%
590,68,3,text/plain,,Plain text,,,,.bat,,7,0.00%,,"1,309",1.3,KB,0.00%
591,68,4,text/plain,,Plain text,,,,.bg,,24,0.00%,,"137,671",137.7,KB,0.00%
592,68,5,text/plain,,Plain text,,,,.c,,1,0.00%,,"5,895",5.9,KB,0.00%
593,68,6,text/plain,,Plain text,,,,.csv,,2,0.00%,,"64,574",64.6,KB,0.00%
594,68,7,text/plain,,Plain text,,,,.doc,,26,0.00%,,"69,385",69.4,KB,0.00%
595,68,8,text/plain,,Plain text,,,,.eml,,"2,154",0.00%,,"140,281,112",140.3,MB,0.00%
596,68,9,text/plain,,Plain text,,,,.fasta,,1,0.00%,,"51,728,673",51.7,MB,0.00%
597,68,10,text/plain,,Plain text,,,,.html,,1,0.00%,,228,228,B,0.00%
598,68,11,text/plain,,Plain text,,,,.inf,,2,0.00%,,652,652,B,0.00%
599,68,12,text/plain,,Plain text,,,,.ipynb,,7,0.00%,,"1,488,217",1.5,MB,0.00%
600,68,13,text/plain,,Plain text,,,,.j2w,,"3,199",0.00%,,"411,895",411.9,KB,0.00%
601,68,14,text/plain,,Plain text,,,,.j2wx,,297,0.00%,,"37,607",37.6,KB,0.00%
602,68,15,text/plain,,Plain text,,,,.java,,1,0.00%,,"6,284",6.3,KB,0.00%
603,68,16,text/plain,,Plain text,,,,.jp2,,5,0.00%,,5,5,B,0.00%
604,68,17,text/plain,,Plain text,,,,.ldb,,2,0.00%,,128,128,B,0.00%
605,68,18,text/plain,,Plain text,,,,.log,,"6,446",0.01%,,"71,894,700,244",71.9,GB,0.01%
606,68,19,text/plain,,Plain text,,,,.m,,6,0.00%,,"19,504",19.5,KB,0.00%
607,68,20,text/plain,,Plain text,,,,.ml,,3,0.00%,,"20,199",20.2,KB,0.00%
608,68,21,text/plain,,Plain text,,,,.mtl,,1,0.00%,,157,157,B,0.00%
609,68,22,text/plain,,Plain text,,,,.obj,,37,0.00%,,"25,150,919",25.2,MB,0.00%
610,68,23,text/plain,,Plain text,,,,.pdf,,2,0.00%,,"8,166",8.2,KB,0.00%
611,68,24,text/plain,,Plain text,,,,.py,,7,0.00%,,"147,273",147.3,KB,0.00%
612,68,25,text/plain,,Plain text,,,,.r,,7,0.00%,,"48,873",48.9,KB,0.00%
613,68,26,text/plain,,Plain text,,,,.rdp,,4,0.00%,,"5,280",5.3,KB,0.00%
614,68,27,text/plain,,Plain text,,,,.sb-3f33204c-andv8e,,1,0.00%,,20,20,B,0.00%
615,68,28,text/plain,,Plain text,,,,.sb-3f33204c-g04q0a,,1,0.00%,,20,20,B,0.00%
616,68,29,text/plain,,Plain text,,,,.sb-5e0efef4-4khfzd,,1,0.00%,,20,20,B,0.00%
617,68,30,text/plain,,Plain text,,,,.sb-5e0efef4-wjmlne,,1,0.00%,,20,20,B,0.00%
618,68,31,text/plain,,Plain text,,,,.sb-66e45e2c-txkyhd,,1,0.00%,,20,20,B,0.00%
619,68,32,text/plain,,Plain text,,,,.sb-66e45e2c-vqtbcy,,1,0.00%,,20,20,B,0.00%
620,68,33,text/plain,,Plain text,,,,.slk,,2,0.00%,,"1,558,018",1.6,MB,0.00%
621,68,34,text/plain,,Plain text,,,,.sql,,2,0.00%,,"1,928",1.9,KB,0.00%
622,68,35,text/plain,,Plain text,,,,.srt,,167,0.00%,,"9,734,391",9.7,MB,0.00%
623,68,36,text/plain,,Plain text,,,,.stats,,1,0.00%,,"3,512",3.5,KB,0.00%
624,68,37,text/plain,,Plain text,,,,.tdf,,147,0.00%,,"2,891,961",2.9,MB,0.00%
625,68,38,text/plain,,Plain text,,,,.tfw,,"1,401",0.00%,,"160,138",160.1,KB,0.00%
626,68,39,text/plain,,Plain text,,,,.tfwx,,656,0.00%,,"81,823",81.8,KB,0.00%
627,68,40,text/plain,,Plain text,,,,.txt,,"29,519,295",25.77%,,"88,363,147,030",88.4,GB,0.02%
628,68,41,text/plain,,Plain text,,,,.v,,3,0.00%,,"36,013",36,KB,0.00%
629,68,42,text/plain,,Plain text,,,,.xls,,7,0.00%,,"49,801,488",49.8,MB,0.00%
630,68,43,text/plain,,Plain text,,,,.xml,,1,0.00%,,"490,925",490.9,KB,0.00%
631,68,44,text/plain,,Plain text,,,,,,3,0.00%,,"12,759",12.8,KB,0.00%
632,69,1,text/sgml,,Standard Generalized Markup Language,,,,.sgm,,10,0.00%,,"415,153",415.2,KB,0.00%
633,69,2,text/sgml,,Standard Generalized Markup Language,,,,.sgml,,2,0.00%,,"204,340",204.3,KB,0.00%
634,70,1,text/turtle,,Turtle,,,,.ttl,,"1,615",0.00%,,"482,806,189",482.8,MB,0.00%
635,71,1,text/vtt,,WebVTT,,,,.vtt,,"4,053",0.00%,,"274,777,753",274.8,MB,0.00%
636,72,1,text/x-adl,,Audio Decision List,,1,,.adl,,"19,011",0.02%,,"40,729,901",40.7,MB,0.00%
637,72,2,text/x-adl,,Audio Decision List,,1.01,,.adl,,210,0.00%,,"428,289",428.3,KB,0.00%
638,72,3,text/x-adl,,Audio Decision List,,01.01.00.00.03,,.adl,,"28,328",0.02%,,"72,680,886",72.7,MB,0.00%
639,73,1,text/x-java,,"ASCII Java program text, with CRLF line terminators",,,,.java,,2,0.00%,,"12,568",12.6,KB,0.00%
640,74,1,text/x-mail,,"ASCII mail text, with CR line terminators",,,,.doc,,1,0.00%,,"1,997",2,KB,0.00%
641,75,1,text/xml,,Extensible Markup Language,,1,,.bak,,310,0.00%,,"744,602",744.6,KB,0.00%
642,75,2,text/xml,,Extensible Markup Language,,1,,.conf,,2,0.00%,,"3,164",3.2,KB,0.00%
643,75,3,text/xml,,Extensible Markup Language,,1,,.sequ,,1,0.00%,,"2,299",2.3,KB,0.00%
644,75,4,text/xml,,Extensible Markup Language,,1,,.svg,,7,0.00%,,"9,481",9.5,KB,0.00%
645,75,5,text/xml,,Extensible Markup Language,,1,,.xml,,"11,156,724",9.74%,,"755,610,833,387",755.6,GB,0.14%
646,75,6,text/xml,,Extensible Markup Language,,1,,,,3,0.00%,,"24,275",24.3,KB,0.00%
647,76,1,video/avi,,AVI,,,,.avi,,17,0.00%,,"200,534,828",200.5,MB,0.00%
648,77,1,video/mp4,,"ISO Media, MPEG v4 system, iTunes AVC-LC",,,,.m4v,,1,0.00%,,"920,597",920.6,KB,0.00%
649,77,2,video/mp4,,"ISO Media, MPEG v4 system, version 1",,,,.mp4,,1,0.00%,,"5,526,563",5.5,MB,0.00%
650,77,3,video/mp4,,"ISO Media, MPEG v4 system, version 2",,,,.mov,,1,0.00%,,"34,947,342",34.9,MB,0.00%
651,77,4,video/mp4,,"ISO Media, MPEG v4 system, version 2",,,,.mp4,,5,0.00%,,"200,384,331",200.4,MB,0.00%
652,77,5,video/mp4,,MPEG-4,,,,.ismv,,2,0.00%,,"201,678",201.7,KB,0.00%
653,77,6,video/mp4,,MPEG-4,,,,.m4v,,4,0.00%,,"161,335,916",161.3,MB,0.00%
654,77,7,video/mp4,,MPEG-4,,,,.mov,,2,0.00%,,"4,096,557,513",4.1,GB,0.00%
655,77,8,video/mp4,,MPEG-4,,,,.mp4,,"8,489",0.01%,,"14,154,856,673,288",14.2,TB,2.61%
656,78,1,video/mpeg,,"MPEG sequence, v1, system multiplex",,,,.mpg,,1,0.00%,,"10,946,560",10.9,MB,0.00%
657,78,2,video/mpeg,,"MPEG sequence, v2, program multiplex",,,,.mpg,,3,0.00%,,"2,183,168",2.2,MB,0.00%
658,79,1,video/mpg,,MPEG Video,,,,.m2v,,2,0.00%,,"4,757,552",4.8,MB,0.00%
659,80,1,video/quicktime,,"ISO Media, Apple QuickTime movie",,,,.mov,,60,0.00%,,"579,280,787",579.3,MB,0.00%
660,80,2,video/quicktime,,Quicktime,,,,.m4v,,6,0.00%,,"194,795,643",194.8,MB,0.00%
661,80,3,video/quicktime,,Quicktime,,,,.mov,,"6,137",0.01%,,"152,955,651,619,761",153,TB,28.25%
662,80,4,video/quicktime,,Quicktime,,,,.mp4,,"6,131",0.01%,,"12,095,490,783,390",12.1,TB,2.23%
663,81,1,video/x-matroska,,Matroska,,,,.mkv,,2,0.00%,,"84,496",84.5,KB,0.00%
664,82,1,video/x-ms-asf,,Microsoft ASF,,,,.wmv,,6,0.00%,,"17,806,972",17.8,MB,0.00%
